category,volume,issue,date,link
SCIENTIFIC AMERICAN,57,11,"September 10, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=73D11CCD-A88F-48F4-875932F82BC578E9
SCIENTIFIC AMERICAN,57,10,"September 03, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9E2EE55C-57D3-40EF-91A9FC83D6B3C92E
SCIENTIFIC AMERICAN,57,9,"August 27, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C137FE2D-1ADC-4B41-B80328C7DE813B24
SCIENTIFIC AMERICAN,57,8,"August 20, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1BEBBB8B-5076-4F75-919189CA5739F2C1
SCIENTIFIC AMERICAN,57,7,"August 13, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4228F1F8-B2EC-4869-9FF764EF8846C6EC
SCIENTIFIC AMERICAN,57,6,"August 06, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1ECB21EF-1F84-48DB-9CDFC7565A092BB7
SCIENTIFIC AMERICAN,57,5,"July 30, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4D278AAC-CADB-4979-9C9CD23019B07397
SCIENTIFIC AMERICAN,57,4,"July 23, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=302BD665-4941-40F2-A69FD32FBC57EF81
SCIENTIFIC AMERICAN,57,3,"July 16, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=ECC11FF1-359E-43C1-85A0240A69D936FF
SCIENTIFIC AMERICAN,57,2,"July 09, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=913AA1B3-595E-46D9-98AD7B405FC98097
SCIENTIFIC AMERICAN,57,1,"July 02, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=ABBEBFDF-86D5-454E-820AEBE29EC288A0
SCIENTIFIC AMERICAN,56,26,"June 25, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=611D8233-5121-4DA5-8A1E37D8576A250E
SCIENTIFIC AMERICAN,56,25,"June 18, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=91135AE2-36CD-4415-A3C1147A2874FE78
SCIENTIFIC AMERICAN,56,24,"June 11, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5A9B7FC1-C7F9-4AD4-986DF152F2CBF52A
SCIENTIFIC AMERICAN,56,23,"June 04, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=06CB6E37-46A4-4E98-B390DBBB10603EFC
SCIENTIFIC AMERICAN,56,22,"May 28, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DAC509A1-7A27-44C8-B8A1B5133F58A53B
SCIENTIFIC AMERICAN,56,21,"May 21, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=23AEA1C9-C637-4B64-8DB2EEEF230C9636
SCIENTIFIC AMERICAN,56,20,"May 14, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7143CDAD-E3D8-4D2F-8EE15A898333A0DB
SCIENTIFIC AMERICAN,56,19,"May 07, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=110C9659-8C0B-4269-B4A96D24CFECA4D0
SCIENTIFIC AMERICAN,56,18,"April 30, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C3356097-BC6D-44AE-84C1D065AE4B4B60
SCIENTIFIC AMERICAN,56,17,"April 23, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C496F371-5B4F-4C56-AF6F0266091A3AA5
SCIENTIFIC AMERICAN,56,16,"April 16, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9EF25A5F-F70D-4A1B-8D500827B50E2D78
SCIENTIFIC AMERICAN,56,15,"April 09, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C79EC205-597F-477D-82A18CEC6502DB97
SCIENTIFIC AMERICAN,56,14,"April 02, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B179BF3A-A001-4804-B62BF8369E935CAE
SCIENTIFIC AMERICAN,56,13,"March 26, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=083B2AA5-8071-4A86-A542489D9C8974C0
SCIENTIFIC AMERICAN,56,12,"March 19, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E40D2335-4036-413B-8A7A76AAC5B5C9C1
SCIENTIFIC AMERICAN,56,11,"March 12, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6578E0CD-4941-4C91-AEEEBA3599A13346
SCIENTIFIC AMERICAN,56,10,"March 05, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1C93E16A-A949-4EEC-BFA167D0AD1F248E
SCIENTIFIC AMERICAN,56,9,"February 26, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DB9E7460-91C9-4719-9FF85F63AAC3561D
SCIENTIFIC AMERICAN,56,8,"February 19, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=534E1EC3-D67B-49D9-8A93709CA0D7EF85
SCIENTIFIC AMERICAN,56,7,"February 12, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=63610906-BCB4-49C2-89669EF1CBA941DB
SCIENTIFIC AMERICAN,56,6,"February 05, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=356EA744-3C94-4568-BE5B7641751FCC65
SCIENTIFIC AMERICAN,56,5,"January 29, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=941F6024-9E85-4EA2-98D172CB19CC089A
SCIENTIFIC AMERICAN,56,4,"January 22, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9713AB17-8611-4FBD-A0C8550069FA4072
SCIENTIFIC AMERICAN,56,3,"January 15, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6A908E33-0994-4E5F-96439704D06AE4A5
SCIENTIFIC AMERICAN,56,2,"January 08, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2F8153B4-A5C4-40AC-89D0AA9FE14F2A97
SCIENTIFIC AMERICAN,56,1,"January 01, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E4B911F9-4DE4-4069-B0F82B374A7C13B5
SCIENTIFIC AMERICAN,55,26,"December 25, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3295E89B-3682-452F-BC96EFF4E214264E
SCIENTIFIC AMERICAN,55,25,"December 18, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A5EF288B-737D-4926-AF970CAF5D38B557
SCIENTIFIC AMERICAN,55,24,"December 11, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D5C0A51C-AAB5-4B6C-8827F6B4599E7176
SCIENTIFIC AMERICAN,55,23,"December 04, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=78F8FC83-3EB0-4988-820F191E91E3582D
SCIENTIFIC AMERICAN,55,22,"November 27, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A4095AA7-A1ED-4E5A-B4F445F6BFD9D22A
SCIENTIFIC AMERICAN,55,21,"November 20, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B5530C3C-BC06-49F4-9939BD63CF9E9329
SCIENTIFIC AMERICAN,55,20,"November 13, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BFFE4310-6F10-4C96-902B2B8D2977DAEB
SCIENTIFIC AMERICAN,55,19,"November 06, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=08D498D0-2AB1-45BC-9C1594EE30B21774
SCIENTIFIC AMERICAN,55,18,"October 30, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=64946522-3625-4CAC-A4F00817B0020482
SCIENTIFIC AMERICAN,55,17,"October 23, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=02F98BD1-AF93-4463-B27FC4FFE58603DB
SCIENTIFIC AMERICAN,55,16,"October 16, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A732AD6B-6B07-4F9C-97C5946DFD845676
SCIENTIFIC AMERICAN,55,15,"October 09, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=87F3A72B-BFAF-4C41-97CF502E35DD0AE7
SCIENTIFIC AMERICAN,55,14,"October 02, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A92B268A-F96A-4C3C-B3EF1B93488517A2
SCIENTIFIC AMERICAN,55,13,"September 25, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C6C5E990-8AE9-4C4C-A4DED4F00C45437E
SCIENTIFIC AMERICAN,55,12,"September 18, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=875922F6-FA0C-425E-8910FC043C998553
SCIENTIFIC AMERICAN,55,11,"September 11, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=58870EA0-4EFF-4D27-B85F6B43B72F64C5
SCIENTIFIC AMERICAN,55,10,"September 04, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D26B527C-E76B-4C70-9AD90CBDCA483900
SCIENTIFIC AMERICAN,55,9,"August 28, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=49A75298-EED6-428F-8173A2A08215DFB7
SCIENTIFIC AMERICAN,55,8,"August 21, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4BA287F0-2491-4FD8-9918C3F1E545A091
SCIENTIFIC AMERICAN,55,7,"August 14, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2AD11A12-3DD9-4AA4-923D87C66D83AEBB
SCIENTIFIC AMERICAN,55,6,"August 07, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2ECEE9A4-C5DF-469B-B456D0B41E70F7C2
SCIENTIFIC AMERICAN,55,5,"July 31, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A864AEE6-3964-4415-92B1F61DA1A9D455
SCIENTIFIC AMERICAN,55,4,"July 24, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FEC8F690-3AA5-496C-A81A9962110718F1
SCIENTIFIC AMERICAN,55,3,"July 17, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9581F88F-9433-42FD-9E33C977BB00122E
SCIENTIFIC AMERICAN,55,2,"July 10, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7D1B15A0-E859-40A6-96B84A0B7B06A00C
SCIENTIFIC AMERICAN,55,1,"July 03, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=48BD99FD-6E1A-44B9-A011BF86E81A7EB6
SCIENTIFIC AMERICAN,54,26,"June 26, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E9A24301-8190-4E60-99991C35E41E5579
SCIENTIFIC AMERICAN,54,25,"June 19, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=66D28882-25B2-4C89-B83D9CF7E50B1712
SCIENTIFIC AMERICAN,54,23,"June 05, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=56848CE8-6C79-47D9-BD76FB0D25DE3C71
SCIENTIFIC AMERICAN,54,22,"May 29, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CE36D0A0-16E9-4072-A22F74C4FB6810F4
SCIENTIFIC AMERICAN,54,21,"May 22, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1FBB85B3-F0EC-4F18-91A89B143FB11D1A
SCIENTIFIC AMERICAN,54,20,"May 15, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6D4A3EBB-EE22-4A31-9BABDCE53BABF329
SCIENTIFIC AMERICAN,54,19,"May 08, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6FC57ED6-54A1-41F0-859F01149774B929
SCIENTIFIC AMERICAN,54,18,"May 01, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FE869FAA-FEFB-412D-B7E877BBD6D76480
SCIENTIFIC AMERICAN,54,17,"April 24, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=33C8C8BA-8047-4ADF-A356FB50C7A3591E
SCIENTIFIC AMERICAN,54,16,"April 17, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=070A8FA3-F0E1-4D7B-800BEDF00CC0D116
SCIENTIFIC AMERICAN,54,15,"April 10, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=581BFA09-E090-4494-84B02BB42303D056
SCIENTIFIC AMERICAN,54,14,"April 03, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7688A8F9-3B9E-449A-8D97EF6CEDE21517
SCIENTIFIC AMERICAN,54,13,"March 27, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=00356F2C-6F4D-4367-AC71B738D674C965
SCIENTIFIC AMERICAN,54,12,"March 20, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1D6691F1-1D40-4B4B-9D432D154BE6DF94
SCIENTIFIC AMERICAN,54,11,"March 13, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4B6C0ADA-D45C-42C9-8D700D4381463838
SCIENTIFIC AMERICAN,54,10,"March 06, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FA98F465-1B32-4C74-988DA01F0768A1D8
SCIENTIFIC AMERICAN,54,9,"February 27, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D82F5161-91B1-4DBD-B651FE30A092F376
SCIENTIFIC AMERICAN,54,8,"February 20, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7EE605A3-8E8A-4B4A-99981D0DC7C0D56C
SCIENTIFIC AMERICAN,54,7,"February 13, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=38C5D87A-0B55-4A9C-AF4E126DCE1F213C
SCIENTIFIC AMERICAN,54,6,"February 06, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B72F5FD7-5D48-46C3-8F2654E17F41E637
SCIENTIFIC AMERICAN,54,5,"January 30, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=19F6FEA5-BE63-4E9C-84C7A3AD6F3BB9C0
SCIENTIFIC AMERICAN,54,4,"January 23, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=01339CCE-9A4B-45BE-9A8417EF93CE9CD2
SCIENTIFIC AMERICAN,54,3,"January 16, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5B1DFC7F-7934-4BD8-9D2C6055EA24F81E
SCIENTIFIC AMERICAN,54,2,"January 09, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E368B6F6-24C7-4ABF-819F69A07C257688
SCIENTIFIC AMERICAN,54,1,"January 02, 1886",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=82F3FCB2-3E64-4207-865D5E2D35233349
SCIENTIFIC AMERICAN,53,25,"December 19, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FD28280A-F74F-4D95-AAF33B6D805F525E
SCIENTIFIC AMERICAN,53,24,"December 12, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6A32DAE1-1855-4C6D-B9E2E98DFDBD941B
SCIENTIFIC AMERICAN,53,23,"December 05, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=418E7B1D-074B-4E2B-B173C1AB56A6EFAB
SCIENTIFIC AMERICAN,53,22,"November 28, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=73BF0317-D5EC-434A-A374D37CC1C15E3C
SCIENTIFIC AMERICAN,53,21,"November 21, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8F4E8186-9228-4BD9-AA667CB447CF997D
SCIENTIFIC AMERICAN,53,20,"November 14, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8A6AD107-1B4E-4C84-B0384F314A8DCF13
SCIENTIFIC AMERICAN,53,19,"November 07, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2B0B4BFE-1A4B-4D92-9B8409FD514F5142
SCIENTIFIC AMERICAN,53,18,"October 31, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=91907224-B3FF-42EB-A86C6A9266199A16
SCIENTIFIC AMERICAN,53,17,"October 24, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=31A14E09-D955-4520-BEFCBA550F893538
SCIENTIFIC AMERICAN,53,16,"October 17, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C2D1CBBA-1772-4DE1-86A0CD87D7F386D2
SCIENTIFIC AMERICAN,53,15,"October 10, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9CD3ED84-15CC-410A-A7A15B22CAF76B15
SCIENTIFIC AMERICAN,53,14,"October 03, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A5D5E420-BC2F-46C6-906E0A7B9E83534F
SCIENTIFIC AMERICAN,53,13,"September 26, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EB309B9D-3620-4785-9008A3B955CB9890
SCIENTIFIC AMERICAN,53,12,"September 19, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1616D067-D990-4FA2-86CB8C96857DF1F1
SCIENTIFIC AMERICAN,53,11,"September 12, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3CE3AB68-1279-4EB9-992CFC7635A51300
SCIENTIFIC AMERICAN,53,10,"September 05, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8113BC94-399F-4E36-B832438D417CABA9
SCIENTIFIC AMERICAN,53,9,"August 29, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=633E0C9A-9E49-4092-B3CC47AAE085A050
SCIENTIFIC AMERICAN,53,8,"August 22, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1079754A-3695-4F1F-80FD5C8517088D97
SCIENTIFIC AMERICAN,53,7,"August 15, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4C0A8DB5-0D05-48E6-B0206A9F2968C667
SCIENTIFIC AMERICAN,53,6,"August 08, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=52702E76-1FC3-4028-929C045F44480ABD
SCIENTIFIC AMERICAN,53,5,"August 01, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E1256057-8934-4613-9DF6F1E4B837C425
SCIENTIFIC AMERICAN,53,4,"July 25, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CD2C8D06-E79B-4C63-8F9D5EE00530A0B3
SCIENTIFIC AMERICAN,53,3,"July 18, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E3CFA350-F461-4D6A-BDD25C0B0B0E146D
SCIENTIFIC AMERICAN,53,2,"July 11, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6A0E0D89-F4E6-4D83-AA90F56912552F4E
SCIENTIFIC AMERICAN,53,1,"July 04, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BF0B951E-E614-4046-8B461211CEDB20C3
SCIENTIFIC AMERICAN,52,26,"June 27, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=75BD47AF-39E9-4050-986E69C9B5A280D4
SCIENTIFIC AMERICAN,52,25,"June 20, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8681BD1A-1062-4BC2-9054BC46DBC01E64
SCIENTIFIC AMERICAN,52,23,"June 06, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B7E94C38-C2BA-4EFD-B038EDEBF97E29B4
SCIENTIFIC AMERICAN,52,22,"May 30, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=96CB7FA4-CE92-4745-A6C176A3BF0082D2
SCIENTIFIC AMERICAN,52,21,"May 23, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=14CA2926-0601-4CBB-ADECB145C202747B
SCIENTIFIC AMERICAN,52,20,"May 16, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=05BCFAEF-D408-4A26-BBB722ED8ACC3CBA
SCIENTIFIC AMERICAN,52,19,"May 09, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C6EB7277-A329-4A9F-A9A1F5605972AD4A
SCIENTIFIC AMERICAN,52,18,"May 02, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=56012ABC-7997-471D-919D6EF5CB838FF0
SCIENTIFIC AMERICAN,52,17,"April 25, 1885",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=58711962-8246-4A19-916D0993E290CD2B
